Respondent,Age,Country,EdLevel,YearsCodePro
11519,35.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
11521,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11524,45.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18.0
11526,30.0,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0
11527,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11528,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
11530,26.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11532,28.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11533,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11540,23.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11541,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11544,34.0,Hungary,Some college/university study without earning a degree,0.5
11546,22.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11547,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11549,22.0,Albania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11552,29.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11553,24.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11554,29.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11558,23.0,United Kingdom,Some college/university study without earning a degree,4.0
11559,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
11563,34.0,Spain,Some college/university study without earning a degree,12.0
11565,42.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0
11569,28.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11573,48.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0
11579,21.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0.5
11580,33.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
11581,38.0,Spain,Some college/university study without earning a degree,10.0
11583,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11584,43.0,United Kingdom,Some college/university study without earning a degree,20.0
11585,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11586,38.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
11589,36.0,United States,"Professional degree (JD, MD, etc.)",7.0
11592,37.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
11593,34.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
11595,40.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",19.0
11597,24.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11602,25.0,South Africa,Some college/university study without earning a degree,4.0
11605,30.0,Canada,Associate degree,10.0
11607,39.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
11608,25.0,Australia,Some college/university study without earning a degree,10.0
11609,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11610,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11614,23.0,Canada,Associate degree,2.0
11616,26.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11619,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
11620,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11621,29.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11623,31.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
11625,24.0,Ethiopia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11628,23.0,Kenya,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11629,34.0,Singapore,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11631,47.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0
11632,23.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11637,30.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11640,35.0,Canada,Associate degree,10.0
11642,38.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
11643,27.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
11646,28.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
11647,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11648,33.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
11651,25.0,Thailand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11652,38.0,Bahrain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
11654,40.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0
11661,26.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11666,35.0,United Kingdom,Associate degree,15.0
11667,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11672,32.0,Iran,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13.0
11673,24.0,Sweden,Some college/university study without earning a degree,4.0
11676,31.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
11677,34.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10.0
11679,19.0,Switzerland,Some college/university study without earning a degree,2.0
11682,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11683,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11684,31.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11685,30.0,Saudi Arabia,Some college/university study without earning a degree,9.0
11687,22.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11688,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
11689,40.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
11690,40.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
11692,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11693,26.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11694,23.0,Italy,,3.0
11696,39.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18.0
11697,19.0,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11699,31.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11701,24.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
11702,24.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
11703,39.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
11708,33.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",14.0
11709,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11710,29.0,Canada,Associate degree,2.0
11713,38.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
11715,30.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
11717,29.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",5.0
11720,25.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0
11721,29.0,Turkey,Associate degree,4.0
11725,37.0,United States,Some college/university study without earning a degree,15.0
11727,34.0,Luxembourg,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
11729,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11731,22.0,Spain,"Professional degree (JD, MD, etc.)",3.0
11734,31.0,Argentina,I never completed any formal education,8.0
11735,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11738,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",17.0
11739,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
11742,23.0,Lithuania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11743,28.0,Spain,"Professional degree (JD, MD, etc.)",4.0
11744,41.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",22.0
11746,21.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11748,25.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
11752,30.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
11754,35.0,United States,Associate degree,15.0
11757,23.0,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0
11760,41.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11761,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13.0
11762,31.0,China,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
11763,42.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
11764,27.0,Serbia,Some college/university study without earning a degree,5.0
11767,23.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11769,44.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11771,45.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",23.0
11772,39.0,Argentina,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",17.0
11775,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11777,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
11779,36.0,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11783,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11786,29.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
11788,23.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11789,44.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18.0
11791,21.0,Brazil,"Professional degree (JD, MD, etc.)",2.0
11792,31.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11793,23.0,Slovakia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
11794,28.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11796,25.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11798,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11799,24.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
11800,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11801,25.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11803,26.0,Indonesia,Associate degree,3.0
11807,27.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11809,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
11812,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11815,39.0,United States,Associate degree,1.0
11818,30.0,Netherlands,Some college/university study without earning a degree,10.0
11819,38.0,United States,Some college/university study without earning a degree,20.0
11820,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11821,33.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
11823,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11829,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11831,24.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11835,29.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11837,47.0,Poland,Some college/university study without earning a degree,23.0
11838,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11840,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11841,28.0,Czech Republic,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
11844,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11845,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11847,23.0,Honduras,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
11849,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11850,28.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
11851,22.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0
11852,27.0,Spain,Associate degree,4.0
11855,21.0,Australia,Some college/university study without earning a degree,3.0
11856,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11858,27.0,Brazil,Some college/university study without earning a degree,2.0
11859,49.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",32.0
11860,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
11861,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
11862,23.0,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0
11863,42.0,United States,Some college/university study without earning a degree,23.0
11865,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
11870,25.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11871,33.0,Spain,Associate degree,8.0
11873,26.0,Viet Nam,Some college/university study without earning a degree,3.0
11875,40.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0
11876,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11879,29.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11885,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11889,21.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11890,26.0,Russian Federation,Some college/university study without earning a degree,6.0
11891,29.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11892,25.0,Bosnia and Herzegovina,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11893,31.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
11895,30.0,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
11899,33.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",19.0
11901,26.0,Argentina,"Professional degree (JD, MD, etc.)",8.0
11906,29.0,Germany,Associate degree,5.0
11907,35.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
11910,31.0,Serbia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
11911,34.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1.0
11913,31.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11915,21.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
11916,23.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11925,42.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
11927,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11928,34.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",12.0
11934,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11935,33.0,United States,Some college/university study without earning a degree,11.0
11937,30.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
11939,27.0,Hungary,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
11951,19.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0
11953,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11954,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
11955,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11956,36.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
11957,44.0,Australia,Some college/university study without earning a degree,13.0
11958,28.0,United Kingdom,I never completed any formal education,5.0
11960,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11964,31.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
11965,38.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
11966,35.0,Saudi Arabia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
11967,28.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
11971,28.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11972,25.0,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11973,50.0,Slovenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
11974,19.0,Indonesia,Some college/university study without earning a degree,2.0
11976,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
11977,39.0,Portugal,Some college/university study without earning a degree,11.0
11978,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11980,41.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
11984,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
11986,51.0,United Kingdom,Some college/university study without earning a degree,35.0
11987,27.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
11988,28.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
11989,31.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
11990,47.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0
11994,24.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
11999,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
12000,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
12002,30.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1.0
12004,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
12008,25.0,United States,Some college/university study without earning a degree,2.0
12011,40.0,Australia,"Other doctoral degree (Ph.D, Ed.D., etc.)",18.0
12014,20.0,United States,Some college/university study without earning a degree,1.0
12015,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
12021,37.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
12023,30.0,Denmark,Associate degree,3.0
12024,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
12025,33.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
12026,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
12027,24.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
12031,25.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
12034,24.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
12035,33.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
12038,48.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0
12042,28.0,France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8.0
12043,23.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
12044,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
12048,32.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
12049,38.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0
12050,23.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
12053,31.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18.0
12054,57.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0
12059,33.0,Canada,Some college/university study without earning a degree,11.0
12062,27.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
12067,26.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
12073,36.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
12074,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0
12075,28.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
12076,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
12079,37.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
12081,27.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
12083,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
12087,33.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
12091,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
12093,32.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
12094,24.0,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
12096,29.0,United Kingdom,Some college/university study without earning a degree,1.0
